Entry,Anode/Cathode,Solvent,Electrolyte,Current/Potential
7205,Fe/GF,AcOH,LiClO4,0.6 mA
7206,Fe/GF,AcOH,LiOAc,0.3 mA
7207,Fe/GF,AcOH,LiOAc,0.9 mA
7208,Fe/GF,AcOH,LiOAc,1.2 mA
7209,Fe/GF,AcOH,LiOAc,1.0 V
7210,Fe/GF,AcOH,LiOAc,1.5 V
7211,Fe/GF,AcOH,LiOAc,0.6 mA
7212,Fe/GF,AcOH,NaO2CAd,0.3 mA
7213,Fe/GF,AcOH,NaO2CAd,0.9 mA
7214,Fe/GF,AcOH,NaO2CAd,1.2 mA
7215,Fe/GF,AcOH,NaO2CAd,1.0 V
7216,Fe/GF,AcOH,NaO2CAd,1.5 V
7217,Fe/GF,AcOH,NaO2CAd,0.6 mA
7218,Fe/GF,AcOH,NaOAc,0.3 mA
7219,Fe/GF,AcOH,NaOAc,0.9 mA
7220,Fe/GF,AcOH,NaOAc,1.2 mA
7221,Fe/GF,AcOH,NaOAc,1.0 V
7222,Fe/GF,AcOH,NaOAc,1.5 V
7223,Fe/GF,AcOH,NaOAc,0.6 mA
7224,Fe/GF,AcOH,nBu4NOAc,0.3 mA
7225,Fe/GF,AcOH,nBu4NOAc,0.9 mA
7226,Fe/GF,AcOH,nBu4NOAc,1.2 mA
7227,Fe/GF,AcOH,nBu4NOAc,1.0 V
7228,Fe/GF,AcOH,nBu4NOAc,1.5 V
7229,Fe/GF,AcOH,nBu4NOAc,0.6 mA
7230,Fe/GF,AcOH,nBu4NPF6,0.3 mA
7231,Fe/GF,AcOH,nBu4NPF6,0.9 mA
7232,Fe/GF,AcOH,nBu4NPF6,1.2 mA
7233,Fe/GF,AcOH,nBu4NPF6,1.0 V
7234,Fe/GF,AcOH,nBu4NPF6,1.5 V
7235,Fe/GF,AcOH,nBu4NPF6,0.6 mA
7236,Fe/GF,AcOH: EtOH(1: 1),NaOPiv,0.3 mA
7237,Fe/GF,AcOH: EtOH(1: 1),NaOPiv,0.9 mA
7238,Fe/GF,AcOH: EtOH(1: 1),NaOPiv,1.2 mA
7239,Fe/GF,AcOH: EtOH(1: 1),NaOPiv,1.0 V
7240,Fe/GF,AcOH: EtOH(1: 1),NaOPiv,1.5 V
7241,Fe/GF,AcOH: EtOH(1: 1),NaOPiv,0.6 mA
7242,Fe/GF,AcOH: EtOH(1: 1),K3PO4,0.3 mA
7243,Fe/GF,AcOH: EtOH(1: 1),K3PO4,0.9 mA
7244,Fe/GF,AcOH: EtOH(1: 1),K3PO4,1.2 mA
7245,Fe/GF,AcOH: EtOH(1: 1),K3PO4,1.0 V
7246,Fe/GF,AcOH: EtOH(1: 1),K3PO4,1.5 V
7247,Fe/GF,AcOH: EtOH(1: 1),K3PO4,0.6 mA
7248,Fe/GF,AcOH: EtOH(1: 1),KOAc,0.3 mA
7249,Fe/GF,AcOH: EtOH(1: 1),KOAc,0.9 mA
7250,Fe/GF,AcOH: EtOH(1: 1),KOAc,1.2 mA
7251,Fe/GF,AcOH: EtOH(1: 1),KOAc,1.0 V
7252,Fe/GF,AcOH: EtOH(1: 1),KOAc,1.5 V
7253,Fe/GF,AcOH: EtOH(1: 1),KOAc,0.6 mA
7254,Fe/GF,AcOH: EtOH(1: 1),LiClO4,0.3 mA
7255,Fe/GF,AcOH: EtOH(1: 1),LiClO4,0.9 mA
7256,Fe/GF,AcOH: EtOH(1: 1),LiClO4,1.2 mA
7257,Fe/GF,AcOH: EtOH(1: 1),LiClO4,1.0 V
7258,Fe/GF,AcOH: EtOH(1: 1),LiClO4,1.5 V
7259,Fe/GF,AcOH: EtOH(1: 1),LiClO4,0.6 mA
7260,Fe/GF,AcOH: EtOH(1: 1),LiOAc,0.3 mA
7261,Fe/GF,AcOH: EtOH(1: 1),LiOAc,0.9 mA
7262,Fe/GF,AcOH: EtOH(1: 1),LiOAc,1.2 mA
7263,Fe/GF,AcOH: EtOH(1: 1),LiOAc,1.0 V
7264,Fe/GF,AcOH: EtOH(1: 1),LiOAc,1.5 V
7265,Fe/GF,AcOH: EtOH(1: 1),LiOAc,0.6 mA
7266,Fe/GF,AcOH: EtOH(1: 1),NaO2CAd,0.3 mA
7267,Fe/GF,AcOH: EtOH(1: 1),NaO2CAd,0.9 mA
7268,Fe/GF,AcOH: EtOH(1: 1),NaO2CAd,1.2 mA
7269,Fe/GF,AcOH: EtOH(1: 1),NaO2CAd,1.0 V
7270,Fe/GF,AcOH: EtOH(1: 1),NaO2CAd,1.5 V
7271,Fe/GF,AcOH: EtOH(1: 1),NaO2CAd,0.6 mA
7272,Fe/GF,AcOH: EtOH(1: 1),NaOAc,0.3 mA
7273,Fe/GF,AcOH: EtOH(1: 1),NaOAc,0.9 mA
7274,Fe/GF,AcOH: EtOH(1: 1),NaOAc,1.2 mA
7275,Fe/GF,AcOH: EtOH(1: 1),NaOAc,1.0 V
7276,Fe/GF,AcOH: EtOH(1: 1),NaOAc,1.5 V
7277,Fe/GF,AcOH: EtOH(1: 1),NaOAc,0.6 mA
7278,Fe/GF,AcOH: EtOH(1: 1),nBu4NOAc,0.3 mA
7279,Fe/GF,AcOH: EtOH(1: 1),nBu4NOAc,0.9 mA
7280,Fe/GF,AcOH: EtOH(1: 1),nBu4NOAc,1.2 mA
7281,Fe/GF,AcOH: EtOH(1: 1),nBu4NOAc,1.0 V
7282,Fe/GF,AcOH: EtOH(1: 1),nBu4NOAc,1.5 V
7283,Fe/GF,AcOH: EtOH(1: 1),nBu4NOAc,0.6 mA
7284,Fe/GF,AcOH: EtOH(1: 1),nBu4NPF6,0.3 mA
7285,Fe/GF,AcOH: EtOH(1: 1),nBu4NPF6,0.9 mA
7286,Fe/GF,AcOH: EtOH(1: 1),nBu4NPF6,1.2 mA
7287,Fe/GF,AcOH: EtOH(1: 1),nBu4NPF6,1.0 V
7288,Fe/GF,AcOH: EtOH(1: 1),nBu4NPF6,1.5 V
7289,Fe/GF,AcOH: EtOH(1: 1),nBu4NPF6,0.6 mA
7290,Fe/GF,AcOH: MeCN(1: 1),NaOPiv,0.3 mA
7291,Fe/GF,AcOH: MeCN(1: 1),NaOPiv,0.9 mA
7292,Fe/GF,AcOH: MeCN(1: 1),NaOPiv,1.2 mA
7293,Fe/GF,AcOH: MeCN(1: 1),NaOPiv,1.0 V
7294,Fe/GF,AcOH: MeCN(1: 1),NaOPiv,1.5 V
7295,Fe/GF,AcOH: MeCN(1: 1),NaOPiv,0.6 mA
7296,Fe/GF,AcOH: MeCN(1: 1),K3PO4,0.3 mA
7297,Fe/GF,AcOH: MeCN(1: 1),K3PO4,0.9 mA
7298,Fe/GF,AcOH: MeCN(1: 1),K3PO4,1.2 mA
7299,Fe/GF,AcOH: MeCN(1: 1),K3PO4,1.0 V
7300,Fe/GF,AcOH: MeCN(1: 1),K3PO4,1.5 V
7301,Fe/GF,AcOH: MeCN(1: 1),K3PO4,0.6 mA
7302,Fe/GF,AcOH: MeCN(1: 1),KOAc,0.3 mA
7303,Fe/GF,AcOH: MeCN(1: 1),KOAc,0.9 mA
7304,Fe/GF,AcOH: MeCN(1: 1),KOAc,1.2 mA
7305,Fe/GF,AcOH: MeCN(1: 1),KOAc,1.0 V
7306,Fe/GF,AcOH: MeCN(1: 1),KOAc,1.5 V
7307,Fe/GF,AcOH: MeCN(1: 1),KOAc,0.6 mA
7308,Fe/GF,AcOH: MeCN(1: 1),LiClO4,0.3 mA
7309,Fe/GF,AcOH: MeCN(1: 1),LiClO4,0.9 mA
7310,Fe/GF,AcOH: MeCN(1: 1),LiClO4,1.2 mA
7311,Fe/GF,AcOH: MeCN(1: 1),LiClO4,1.0 V
7312,Fe/GF,AcOH: MeCN(1: 1),LiClO4,1.5 V
7313,Fe/GF,AcOH: MeCN(1: 1),LiClO4,0.6 mA
7314,Fe/GF,AcOH: MeCN(1: 1),LiOAc,0.3 mA
7315,Fe/GF,AcOH: MeCN(1: 1),LiOAc,0.9 mA
7316,Fe/GF,AcOH: MeCN(1: 1),LiOAc,1.2 mA
7317,Fe/GF,AcOH: MeCN(1: 1),LiOAc,1.0 V
7318,Fe/GF,AcOH: MeCN(1: 1),LiOAc,1.5 V
7319,Fe/GF,AcOH: MeCN(1: 1),LiOAc,0.6 mA
7320,Fe/GF,AcOH: MeCN(1: 1),NaO2CAd,0.3 mA
7321,Fe/GF,AcOH: MeCN(1: 1),NaO2CAd,0.9 mA
7322,Fe/GF,AcOH: MeCN(1: 1),NaO2CAd,1.2 mA
7323,Fe/GF,AcOH: MeCN(1: 1),NaO2CAd,1.0 V
7324,Fe/GF,AcOH: MeCN(1: 1),NaO2CAd,1.5 V
7325,Fe/GF,AcOH: MeCN(1: 1),NaO2CAd,0.6 mA
7326,Fe/GF,AcOH: MeCN(1: 1),NaOAc,0.3 mA
7327,Fe/GF,AcOH: MeCN(1: 1),NaOAc,0.9 mA
7328,Fe/GF,AcOH: MeCN(1: 1),NaOAc,1.2 mA
7329,Fe/GF,AcOH: MeCN(1: 1),NaOAc,1.0 V
7330,Fe/GF,AcOH: MeCN(1: 1),NaOAc,1.5 V
7331,Fe/GF,AcOH: MeCN(1: 1),NaOAc,0.6 mA
7332,Fe/GF,AcOH: MeCN(1: 1),nBu4NOAc,0.3 mA
7333,Fe/GF,AcOH: MeCN(1: 1),nBu4NOAc,0.9 mA
7334,Fe/GF,AcOH: MeCN(1: 1),nBu4NOAc,1.2 mA
7335,Fe/GF,AcOH: MeCN(1: 1),nBu4NOAc,1.0 V
7336,Fe/GF,AcOH: MeCN(1: 1),nBu4NOAc,1.5 V
7337,Fe/GF,AcOH: MeCN(1: 1),nBu4NOAc,0.6 mA
7338,Fe/GF,AcOH: MeCN(1: 1),nBu4NPF6,0.3 mA
7339,Fe/GF,AcOH: MeCN(1: 1),nBu4NPF6,0.9 mA
7340,Fe/GF,AcOH: MeCN(1: 1),nBu4NPF6,1.2 mA
7341,Fe/GF,AcOH: MeCN(1: 1),nBu4NPF6,1.0 V
7342,Fe/GF,AcOH: MeCN(1: 1),nBu4NPF6,1.5 V
7343,Fe/GF,AcOH: MeCN(1: 1),nBu4NPF6,0.6 mA
7344,Fe/GF,MeCN,NaOPiv,0.3 mA
7345,Fe/GF,MeCN,NaOPiv,0.9 mA
7346,Fe/GF,MeCN,NaOPiv,1.2 mA
7347,Fe/GF,MeCN,NaOPiv,1.0 V
7348,Fe/GF,MeCN,NaOPiv,1.5 V
7349,Fe/GF,MeCN,NaOPiv,0.6 mA
7350,Fe/GF,MeCN,K3PO4,0.3 mA
7351,Fe/GF,MeCN,K3PO4,0.9 mA
7352,Fe/GF,MeCN,K3PO4,1.2 mA
7353,Fe/GF,MeCN,K3PO4,1.0 V
7354,Fe/GF,MeCN,K3PO4,1.5 V
7355,Fe/GF,MeCN,K3PO4,0.6 mA
7356,Fe/GF,MeCN,KOAc,0.3 mA
7357,Fe/GF,MeCN,KOAc,0.9 mA
7358,Fe/GF,MeCN,KOAc,1.2 mA
7359,Fe/GF,MeCN,KOAc,1.0 V
7360,Fe/GF,MeCN,KOAc,1.5 V
7361,Fe/GF,MeCN,KOAc,0.6 mA
7362,Fe/GF,MeCN,LiClO4,0.3 mA
7363,Fe/GF,MeCN,LiClO4,0.9 mA
7364,Fe/GF,MeCN,LiClO4,1.2 mA
7365,Fe/GF,MeCN,LiClO4,1.0 V
7366,Fe/GF,MeCN,LiClO4,1.5 V
7367,Fe/GF,MeCN,LiClO4,0.6 mA
7368,Fe/GF,MeCN,LiOAc,0.3 mA
7369,Fe/GF,MeCN,LiOAc,0.9 mA
7370,Fe/GF,MeCN,LiOAc,1.2 mA
7371,Fe/GF,MeCN,LiOAc,1.0 V
7372,Fe/GF,MeCN,LiOAc,1.5 V
7373,Fe/GF,MeCN,LiOAc,0.6 mA
7374,Fe/GF,MeCN,NaO2CAd,0.3 mA
7375,Fe/GF,MeCN,NaO2CAd,0.9 mA
7376,Fe/GF,MeCN,NaO2CAd,1.2 mA
7377,Fe/GF,MeCN,NaO2CAd,1.0 V
7378,Fe/GF,MeCN,NaO2CAd,1.5 V
7379,Fe/GF,MeCN,NaO2CAd,0.6 mA
7380,Fe/GF,MeCN,NaOAc,0.3 mA
7381,Fe/GF,MeCN,NaOAc,0.9 mA
7382,Fe/GF,MeCN,NaOAc,1.2 mA
7383,Fe/GF,MeCN,NaOAc,1.0 V
7384,Fe/GF,MeCN,NaOAc,1.5 V
7385,Fe/GF,MeCN,NaOAc,0.6 mA
7386,Fe/GF,MeCN,nBu4NOAc,0.3 mA
7387,Fe/GF,MeCN,nBu4NOAc,0.9 mA
7388,Fe/GF,MeCN,nBu4NOAc,1.2 mA
7389,Fe/GF,MeCN,nBu4NOAc,1.0 V
7390,Fe/GF,MeCN,nBu4NOAc,1.5 V
7391,Fe/GF,MeCN,nBu4NOAc,0.6 mA
7392,Fe/GF,MeCN,nBu4NPF6,0.3 mA
7393,Fe/GF,MeCN,nBu4NPF6,0.9 mA
7394,Fe/GF,MeCN,nBu4NPF6,1.2 mA
7395,Fe/GF,MeCN,nBu4NPF6,1.0 V
7396,Fe/GF,MeCN,nBu4NPF6,1.5 V
7397,Fe/GF,MeCN,nBu4NPF6,0.6 mA
7398,Fe/GF,TFE,NaOPiv,0.3 mA
7399,Fe/GF,TFE,NaOPiv,0.9 mA
7400,Fe/GF,TFE,NaOPiv,1.2 mA
7401,Fe/GF,TFE,NaOPiv,1.0 V
7402,Fe/GF,TFE,NaOPiv,1.5 V
7403,Fe/GF,TFE,NaOPiv,0.6 mA
7404,Fe/GF,TFE,K3PO4,0.3 mA
7405,Fe/GF,TFE,K3PO4,0.9 mA
7406,Fe/GF,TFE,K3PO4,1.2 mA
7407,Fe/GF,TFE,K3PO4,1.0 V
7408,Fe/GF,TFE,K3PO4,1.5 V
7409,Fe/GF,TFE,K3PO4,0.6 mA
7410,Fe/GF,TFE,KOAc,0.3 mA
7411,Fe/GF,TFE,KOAc,0.9 mA
7412,Fe/GF,TFE,KOAc,1.2 mA
7413,Fe/GF,TFE,KOAc,1.0 V
7414,Fe/GF,TFE,KOAc,1.5 V
7415,Fe/GF,TFE,KOAc,0.6 mA
7416,Fe/GF,TFE,LiClO4,0.3 mA
7417,Fe/GF,TFE,LiClO4,0.9 mA
7418,Fe/GF,TFE,LiClO4,1.2 mA
7419,Fe/GF,TFE,LiClO4,1.0 V
7420,Fe/GF,TFE,LiClO4,1.5 V
7421,Fe/GF,TFE,LiClO4,0.6 mA
7422,Fe/GF,TFE,LiOAc,0.3 mA
7423,Fe/GF,TFE,LiOAc,0.9 mA
7424,Fe/GF,TFE,LiOAc,1.2 mA
7425,Fe/GF,TFE,LiOAc,1.0 V
7426,Fe/GF,TFE,LiOAc,1.5 V
7427,Fe/GF,TFE,LiOAc,0.6 mA
7428,Fe/GF,TFE,NaO2CAd,0.3 mA
7429,Fe/GF,TFE,NaO2CAd,0.9 mA
7430,Fe/GF,TFE,NaO2CAd,1.2 mA
7431,Fe/GF,TFE,NaO2CAd,1.0 V
7432,Fe/GF,TFE,NaO2CAd,1.5 V
7433,Fe/GF,TFE,NaO2CAd,0.6 mA
7434,Fe/GF,TFE,NaOAc,0.3 mA
7435,Fe/GF,TFE,NaOAc,0.9 mA
7436,Fe/GF,TFE,NaOAc,1.2 mA
7437,Fe/GF,TFE,NaOAc,1.0 V
7438,Fe/GF,TFE,NaOAc,1.5 V
7439,Fe/GF,TFE,NaOAc,0.6 mA
7440,Fe/GF,TFE,nBu4NOAc,0.3 mA
7441,Fe/GF,TFE,nBu4NOAc,0.9 mA
7442,Fe/GF,TFE,nBu4NOAc,1.2 mA
7443,Fe/GF,TFE,nBu4NOAc,1.0 V
7444,Fe/GF,TFE,nBu4NOAc,1.5 V
7445,Fe/GF,TFE,nBu4NOAc,0.6 mA
7446,Fe/GF,TFE,nBu4NPF6,0.3 mA
7447,Fe/GF,TFE,nBu4NPF6,0.9 mA
7448,Fe/GF,TFE,nBu4NPF6,1.2 mA
7449,Fe/GF,TFE,nBu4NPF6,1.0 V
7450,Fe/GF,TFE,nBu4NPF6,1.5 V
7451,Fe/GF,TFE,nBu4NPF6,0.6 mA
7452,Fe/GF,TFE: EtOH(1: 1),NaOPiv,0.3 mA
7453,Fe/GF,TFE: EtOH(1: 1),NaOPiv,0.9 mA
7454,Fe/GF,TFE: EtOH(1: 1),NaOPiv,1.2 mA
7455,Fe/GF,TFE: EtOH(1: 1),NaOPiv,1.0 V
7456,Fe/GF,TFE: EtOH(1: 1),NaOPiv,1.5 V
7457,Fe/GF,TFE: EtOH(1: 1),NaOPiv,0.6 mA
7458,Fe/GF,TFE: EtOH(1: 1),K3PO4,0.3 mA
7459,Fe/GF,TFE: EtOH(1: 1),K3PO4,0.9 mA
7460,Fe/GF,TFE: EtOH(1: 1),K3PO4,1.2 mA
7461,Fe/GF,TFE: EtOH(1: 1),K3PO4,1.0 V
7462,Fe/GF,TFE: EtOH(1: 1),K3PO4,1.5 V
7463,Fe/GF,TFE: EtOH(1: 1),K3PO4,0.6 mA
7464,Fe/GF,TFE: EtOH(1: 1),KOAc,0.3 mA
7465,Fe/GF,TFE: EtOH(1: 1),KOAc,0.9 mA
7466,Fe/GF,TFE: EtOH(1: 1),KOAc,1.2 mA
7467,Fe/GF,TFE: EtOH(1: 1),KOAc,1.0 V
7468,Fe/GF,TFE: EtOH(1: 1),KOAc,1.5 V
7469,Fe/GF,TFE: EtOH(1: 1),KOAc,0.6 mA
7470,Fe/GF,TFE: EtOH(1: 1),LiClO4,0.3 mA
7471,Fe/GF,TFE: EtOH(1: 1),LiClO4,0.9 mA
7472,Fe/GF,TFE: EtOH(1: 1),LiClO4,1.2 mA
7473,Fe/GF,TFE: EtOH(1: 1),LiClO4,1.0 V
7474,Fe/GF,TFE: EtOH(1: 1),LiClO4,1.5 V
7475,Fe/GF,TFE: EtOH(1: 1),LiClO4,0.6 mA
7476,Fe/GF,TFE: EtOH(1: 1),LiOAc,0.3 mA
7477,Fe/GF,TFE: EtOH(1: 1),LiOAc,0.9 mA
7478,Fe/GF,TFE: EtOH(1: 1),LiOAc,1.2 mA
7479,Fe/GF,TFE: EtOH(1: 1),LiOAc,1.0 V
7480,Fe/GF,TFE: EtOH(1: 1),LiOAc,1.5 V
7481,Fe/GF,TFE: EtOH(1: 1),LiOAc,0.6 mA
7482,Fe/GF,TFE: EtOH(1: 1),NaO2CAd,0.3 mA
7483,Fe/GF,TFE: EtOH(1: 1),NaO2CAd,0.9 mA
7484,Fe/GF,TFE: EtOH(1: 1),NaO2CAd,1.2 mA
7485,Fe/GF,TFE: EtOH(1: 1),NaO2CAd,1.0 V
7486,Fe/GF,TFE: EtOH(1: 1),NaO2CAd,1.5 V
7487,Fe/GF,TFE: EtOH(1: 1),NaO2CAd,0.6 mA
7488,Fe/GF,TFE: EtOH(1: 1),NaOAc,0.3 mA
7489,Fe/GF,TFE: EtOH(1: 1),NaOAc,0.9 mA
7490,Fe/GF,TFE: EtOH(1: 1),NaOAc,1.2 mA
7491,Fe/GF,TFE: EtOH(1: 1),NaOAc,1.0 V
7492,Fe/GF,TFE: EtOH(1: 1),NaOAc,1.5 V
7493,Fe/GF,TFE: EtOH(1: 1),NaOAc,0.6 mA
7494,Fe/GF,TFE: EtOH(1: 1),nBu4NOAc,0.3 mA
7495,Fe/GF,TFE: EtOH(1: 1),nBu4NOAc,0.9 mA
7496,Fe/GF,TFE: EtOH(1: 1),nBu4NOAc,1.2 mA
7497,Fe/GF,TFE: EtOH(1: 1),nBu4NOAc,1.0 V
7498,Fe/GF,TFE: EtOH(1: 1),nBu4NOAc,1.5 V
7499,Fe/GF,TFE: EtOH(1: 1),nBu4NOAc,0.6 mA
7500,Fe/GF,TFE: EtOH(1: 1),nBu4NPF6,0.3 mA
7501,Fe/GF,TFE: EtOH(1: 1),nBu4NPF6,0.9 mA
7502,Fe/GF,TFE: EtOH(1: 1),nBu4NPF6,1.2 mA
7503,Fe/GF,TFE: EtOH(1: 1),nBu4NPF6,1.0 V
7504,Fe/GF,TFE: EtOH(1: 1),nBu4NPF6,1.5 V
7505,Fe/GF,TFE: EtOH(1: 1),nBu4NPF6,0.6 mA
7506,Fe/GF,TFE: MeCN(1: 1),NaOPiv,0.3 mA
7507,Fe/GF,TFE: MeCN(1: 1),NaOPiv,0.9 mA
7508,Fe/GF,TFE: MeCN(1: 1),NaOPiv,1.2 mA
7509,Fe/GF,TFE: MeCN(1: 1),NaOPiv,1.0 V
7510,Fe/GF,TFE: MeCN(1: 1),NaOPiv,1.5 V
7511,Fe/GF,TFE: MeCN(1: 1),NaOPiv,0.6 mA
7512,Fe/GF,TFE: MeCN(1: 1),K3PO4,0.3 mA
7513,Fe/GF,TFE: MeCN(1: 1),K3PO4,0.9 mA
7514,Fe/GF,TFE: MeCN(1: 1),K3PO4,1.2 mA
7515,Fe/GF,TFE: MeCN(1: 1),K3PO4,1.0 V
7516,Fe/GF,TFE: MeCN(1: 1),K3PO4,1.5 V
7517,Fe/GF,TFE: MeCN(1: 1),K3PO4,0.6 mA
7518,Fe/GF,TFE: MeCN(1: 1),KOAc,0.3 mA
7519,Fe/GF,TFE: MeCN(1: 1),KOAc,0.9 mA
7520,Fe/GF,TFE: MeCN(1: 1),KOAc,1.2 mA
7521,Fe/GF,TFE: MeCN(1: 1),KOAc,1.0 V
7522,Fe/GF,TFE: MeCN(1: 1),KOAc,1.5 V
7523,Fe/GF,TFE: MeCN(1: 1),KOAc,0.6 mA
7524,Fe/GF,TFE: MeCN(1: 1),LiClO4,0.3 mA
7525,Fe/GF,TFE: MeCN(1: 1),LiClO4,0.9 mA
7526,Fe/GF,TFE: MeCN(1: 1),LiClO4,1.2 mA
7527,Fe/GF,TFE: MeCN(1: 1),LiClO4,1.0 V
7528,Fe/GF,TFE: MeCN(1: 1),LiClO4,1.5 V
7529,Fe/GF,TFE: MeCN(1: 1),LiClO4,0.6 mA
7530,Fe/GF,TFE: MeCN(1: 1),LiOAc,0.3 mA
7531,Fe/GF,TFE: MeCN(1: 1),LiOAc,0.9 mA
7532,Fe/GF,TFE: MeCN(1: 1),LiOAc,1.2 mA
7533,Fe/GF,TFE: MeCN(1: 1),LiOAc,1.0 V
7534,Fe/GF,TFE: MeCN(1: 1),LiOAc,1.5 V
7535,Fe/GF,TFE: MeCN(1: 1),LiOAc,0.6 mA
7536,Fe/GF,TFE: MeCN(1: 1),NaO2CAd,0.3 mA
7537,Fe/GF,TFE: MeCN(1: 1),NaO2CAd,0.9 mA
7538,Fe/GF,TFE: MeCN(1: 1),NaO2CAd,1.2 mA
7539,Fe/GF,TFE: MeCN(1: 1),NaO2CAd,1.0 V
7540,Fe/GF,TFE: MeCN(1: 1),NaO2CAd,1.5 V
7541,Fe/GF,TFE: MeCN(1: 1),NaO2CAd,0.6 mA
7542,Fe/GF,TFE: MeCN(1: 1),NaOAc,0.3 mA
7543,Fe/GF,TFE: MeCN(1: 1),NaOAc,0.9 mA
7544,Fe/GF,TFE: MeCN(1: 1),NaOAc,1.2 mA
7545,Fe/GF,TFE: MeCN(1: 1),NaOAc,1.0 V
7546,Fe/GF,TFE: MeCN(1: 1),NaOAc,1.5 V
7547,Fe/GF,TFE: MeCN(1: 1),NaOAc,0.6 mA
7548,Fe/GF,TFE: MeCN(1: 1),nBu4NOAc,0.3 mA
7549,Fe/GF,TFE: MeCN(1: 1),nBu4NOAc,0.9 mA
7550,Fe/GF,TFE: MeCN(1: 1),nBu4NOAc,1.2 mA
7551,Fe/GF,TFE: MeCN(1: 1),nBu4NOAc,1.0 V
7552,Fe/GF,TFE: MeCN(1: 1),nBu4NOAc,1.5 V
7553,Fe/GF,TFE: MeCN(1: 1),nBu4NOAc,0.6 mA
7554,Fe/GF,TFE: MeCN(1: 1),nBu4NPF6,0.3 mA
7555,Fe/GF,TFE: MeCN(1: 1),nBu4NPF6,0.9 mA
7556,Fe/GF,TFE: MeCN(1: 1),nBu4NPF6,1.2 mA
7557,Fe/GF,TFE: MeCN(1: 1),nBu4NPF6,1.0 V
7558,Fe/GF,TFE: MeCN(1: 1),nBu4NPF6,1.5 V
7559,Fe/GF,TFE: MeCN(1: 1),nBu4NPF6,0.6 mA
7560,Fe/Pt,AcOH: TFE(1: 1),NaOPiv,0.3 mA
7561,Fe/Pt,AcOH: TFE(1: 1),NaOPiv,0.9 mA
7562,Fe/Pt,AcOH: TFE(1: 1),NaOPiv,1.2 mA
7563,Fe/Pt,AcOH: TFE(1: 1),NaOPiv,1.0 V
7564,Fe/Pt,AcOH: TFE(1: 1),NaOPiv,1.5 V
7565,Fe/Pt,AcOH: TFE(1: 1),NaOPiv,0.6 mA
7566,Fe/Pt,AcOH: TFE(1: 1),K3PO4,0.3 mA
7567,Fe/Pt,AcOH: TFE(1: 1),K3PO4,0.9 mA
7568,Fe/Pt,AcOH: TFE(1: 1),K3PO4,1.2 mA
7569,Fe/Pt,AcOH: TFE(1: 1),K3PO4,1.0 V
7570,Fe/Pt,AcOH: TFE(1: 1),K3PO4,1.5 V
7571,Fe/Pt,AcOH: TFE(1: 1),K3PO4,0.6 mA
7572,Fe/Pt,AcOH: TFE(1: 1),KOAc,0.3 mA
7573,Fe/Pt,AcOH: TFE(1: 1),KOAc,0.9 mA
7574,Fe/Pt,AcOH: TFE(1: 1),KOAc,1.2 mA
7575,Fe/Pt,AcOH: TFE(1: 1),KOAc,1.0 V
7576,Fe/Pt,AcOH: TFE(1: 1),KOAc,1.5 V
7577,Fe/Pt,AcOH: TFE(1: 1),KOAc,0.6 mA
7578,Fe/Pt,AcOH: TFE(1: 1),LiClO4,0.3 mA
7579,Fe/Pt,AcOH: TFE(1: 1),LiClO4,0.9 mA
7580,Fe/Pt,AcOH: TFE(1: 1),LiClO4,1.2 mA
7581,Fe/Pt,AcOH: TFE(1: 1),LiClO4,1.0 V
7582,Fe/Pt,AcOH: TFE(1: 1),LiClO4,1.5 V
7583,Fe/Pt,AcOH: TFE(1: 1),LiClO4,0.6 mA
7584,Fe/Pt,AcOH: TFE(1: 1),LiOAc,0.3 mA
7585,Fe/Pt,AcOH: TFE(1: 1),LiOAc,0.9 mA
7586,Fe/Pt,AcOH: TFE(1: 1),LiOAc,1.2 mA
7587,Fe/Pt,AcOH: TFE(1: 1),LiOAc,1.0 V
7588,Fe/Pt,AcOH: TFE(1: 1),LiOAc,1.5 V
7589,Fe/Pt,AcOH: TFE(1: 1),LiOAc,0.6 mA
7590,Fe/Pt,AcOH: TFE(1: 1),NaO2CAd,0.3 mA
7591,Fe/Pt,AcOH: TFE(1: 1),NaO2CAd,0.9 mA
7592,Fe/Pt,AcOH: TFE(1: 1),NaO2CAd,1.2 mA
7593,Fe/Pt,AcOH: TFE(1: 1),NaO2CAd,1.0 V
7594,Fe/Pt,AcOH: TFE(1: 1),NaO2CAd,1.5 V
7595,Fe/Pt,AcOH: TFE(1: 1),NaO2CAd,0.6 mA
7596,Fe/Pt,AcOH: TFE(1: 1),NaOAc,0.3 mA
7597,Fe/Pt,AcOH: TFE(1: 1),NaOAc,0.9 mA
7598,Fe/Pt,AcOH: TFE(1: 1),NaOAc,1.2 mA
7599,Fe/Pt,AcOH: TFE(1: 1),NaOAc,1.0 V
7600,Fe/Pt,AcOH: TFE(1: 1),NaOAc,1.5 V
7601,Fe/Pt,AcOH: TFE(1: 1),NaOAc,0.6 mA
7602,Fe/Pt,AcOH: TFE(1: 1),nBu4NOAc,0.3 mA
7603,Fe/Pt,AcOH: TFE(1: 1),nBu4NOAc,0.9 mA
7604,Fe/Pt,AcOH: TFE(1: 1),nBu4NOAc,1.2 mA
7605,Fe/Pt,AcOH: TFE(1: 1),nBu4NOAc,1.0 V
7606,Fe/Pt,AcOH: TFE(1: 1),nBu4NOAc,1.5 V
